uid,perc_repeat_2,perc_repeat_7,perc_repeat_30,perc_repeat_inf
3136,0.45012787723785164,0.6240409207161125,0.7033248081841432,0.8056265984654731
3137,0.1875,0.3402777777777778,0.4513888888888889,0.5625
3139,0.1937799043062201,0.39473684210526316,0.5502392344497608,0.6770334928229664
3140,0.3558282208588957,0.588957055214724,0.6319018404907976,0.656441717791411
3141,0.08739495798319327,0.19663865546218487,0.280672268907563,0.3647058823529412
3142,0.32116788321167883,0.48905109489051096,0.5547445255474452,0.6496350364963503
3143,0.2893081761006289,0.4748427672955975,0.5377358490566038,0.5943396226415094
3144,0.2222222222222222,0.345679012345679,0.4567901234567901,0.49382716049382713
3145,0.3989941324392288,0.6605196982397318,0.7426655490360435,0.8792958927074602
3147,0.4100346020761246,0.6453287197231834,0.759515570934256,0.8356401384083045
3148,0.25146198830409355,0.4327485380116959,0.6101364522417154,0.645224171539961
3149,0.28780487804878047,0.40487804878048783,0.424390243902439,0.6487804878048781
3150,0.46288798920377866,0.7031039136302294,0.7773279352226721,0.8636977058029689
3151,0.20512820512820512,0.4358974358974359,0.47863247863247865,0.4786324786324786
3152,0.3120567375886525,0.48226950354609927,0.5780141843971631,0.6347517730496454
3153,0.326625386996904,0.5309597523219814,0.6207430340557275,0.6718266253869969
3154,0.36470588235294116,0.4235294117647059,0.49411764705882355,0.5058823529411764
3155,0.339171974522293,0.6130573248407644,0.6815286624203821,0.7961783439490446
3156,0.38073394495412843,0.5,0.591743119266055,0.6559633027522935
3159,0.45485714285714285,0.6091428571428571,0.7005714285714286,0.8068571428571428
3160,0.21951219512195122,0.45121951219512196,0.5792682926829268,0.7682926829268293
3162,0.16091954022988506,0.3563218390804598,0.367816091954023,0.3793103448275862
3163,0.15024630541871922,0.3399014778325123,0.4975369458128079,0.5714285714285714
3164,0.0,0.0,0.1111111111111111,0.14814814814814814
3165,0.1270718232044199,0.26519337016574585,0.4088397790055249,0.43646408839779005
3166,0.3570581257413998,0.6500593119810202,0.7544483985765125,0.8125741399762751
3167,0.23404255319148937,0.39361702127659576,0.40425531914893614,0.4042553191489362
3168,0.18333333333333332,0.31666666666666665,0.4666666666666667,0.5666666666666667
3171,0.13228699551569506,0.29596412556053814,0.4282511210762332,0.47085201793721976
3172,0.09210526315789473,0.18421052631578946,0.19736842105263158,0.3157894736842105
3173,0.206266318537859,0.3733681462140992,0.4751958224543081,0.5300261096605744
3174,0.18309859154929578,0.5774647887323944,0.5915492957746479,0.5915492957746479
3176,0.13991769547325103,0.3292181069958848,0.4567901234567901,0.51440329218107
3177,0.20702634880803011,0.44291091593475534,0.5708908406524467,0.6198243412797992
3178,0.20270270270270271,0.34234234234234234,0.4144144144144144,0.49549549549549554
3179,0.43686006825938567,0.6393629124004551,0.714448236632537,0.8373151308304891
3180,0.08421052631578947,0.17894736842105263,0.23157894736842105,0.3052631578947368
3181,0.20952380952380953,0.36666666666666664,0.5,0.65
3182,0.43661971830985913,0.5633802816901409,0.596244131455399,0.676056338028169
3183,0.14705882352941177,0.32941176470588235,0.4470588235294118,0.5529411764705883
3184,0.2564102564102564,0.4444444444444444,0.6367521367521367,0.7361111111111112
3185,0.0,0.0,0.11538461538461539,0.15384615384615385
3186,0.37735849056603776,0.39622641509433965,0.41509433962264153,0.41509433962264153
3187,0.47076023391812866,0.5847953216374269,0.6666666666666666,0.7690058479532164
3189,0.29965156794425085,0.4930313588850174,0.632404181184669,0.6933797909407666
3191,0.12080536912751678,0.2550335570469799,0.3422818791946309,0.37583892617449666
3192,0.24074074074074073,0.3333333333333333,0.3333333333333333,0.35185185185185186
3196,0.2304093567251462,0.5461988304093567,0.7146198830409357,0.7859649122807018
3197,0.23770491803278687,0.4672131147540984,0.47540983606557374,0.540983606557377
3198,0.23297491039426524,0.5519713261648745,0.6702508960573477,0.6881720430107527
3199,0.33260393873085337,0.4989059080962801,0.6586433260393874,0.7286652078774617
3201,0.2344632768361582,0.423728813559322,0.5677966101694916,0.6440677966101696
3202,0.20454545454545456,0.5227272727272727,0.5681818181818182,0.5681818181818181
3203,0.5504115226337448,0.6975308641975309,0.7479423868312757,0.7788065843621399
3204,0.3443526170798898,0.5371900826446281,0.5977961432506887,0.8319559228650137
3205,0.27241379310344827,0.43103448275862066,0.46206896551724136,0.5206896551724138
3206,0.17647058823529413,0.3235294117647059,0.35294117647058826,0.3529411764705882
