uid,perc_repeat_7,gender,age_group,regions_us
7470,0.5686448184233835,NA,NA,NA
7471,0.41897810218978104,Male,18-44,West
7472,0.475482912332838,Female,18-44,NA
7473,0.6666666666666666,Female,18-44,Midwest
7474,0.32677165354330706,Female,18-44,Midwest
7475,0.4,Female,18-44,West
7476,0.3815165876777251,Female,18-44,NA
7477,0.3394495412844037,Female,18-44,Midwest
7478,0.6240391334730957,Female,18-44,Northeast
7479,0.5081521739130435,Female,18-44,Midwest
7480,0.2109375,Female,45+,Midwest
7481,0.34352941176470586,Female,18-44,Northeast
7482,0.5543766578249337,NA,NA,NA
7485,0.36486486486486486,Female,18-44,West
7486,0.37528868360277134,Female,45+,South
7487,0.23076923076923078,Female,18-44,South
7488,0.3611111111111111,Female,18-44,South
7489,0.6694677871148459,Female,18-44,Midwest
7490,0.2037037037037037,Female,18-44,Midwest
7491,0.3684210526315789,Female,18-44,West
7492,0.5391084945332212,Female,18-44,South
7493,0.02857142857142857,Female,18-44,South
7494,0.2567049808429119,Female,45+,Midwest
7495,0.7313915857605178,Female,18-44,NA
7496,0.4007220216606498,Female,18-44,South
7499,0.2375,Female,18-44,South
7500,0.5223367697594502,Female,18-44,NA
7501,0.5643564356435643,Female,18-44,NA
7502,0.4569789674952199,Female,18-44,Northeast
7503,0.29372937293729373,Female,18-44,West
7504,0.3372093023255814,NA,NA,NA
7506,0.38333333333333336,Female,18-44,West
7507,0.21476510067114093,Female,18-44,South
7508,0.344,Female,18-44,NA
7509,0.34274193548387094,Female,18-44,South
7510,0.15384615384615385,Female,18-44,South
7511,0.3974358974358974,Female,18-44,South
7514,0.6095238095238096,Female,18-44,NA
7515,0.4926289926289926,Female,45+,Northeast
7516,0.3707865168539326,Female,45+,West
7517,0.3160377358490566,Male,18-44,West
7518,0.6140845070422535,Male,18-44,NA
7519,0.3819047619047619,Female,18-44,NA
7520,0.41304347826086957,Female,18-44,South
7521,0.3988391376451078,Female,18-44,Midwest
7522,0.4617067833698031,NA,NA,NA
7523,0.6097308488612836,Female,45+,West
7525,0.5101214574898786,Female,18-44,Midwest
7526,0.06451612903225806,Female,18-44,Northeast
7527,0.3469945355191257,Female,18-44,West
7528,0.3830409356725146,Female,18-44,NA
7529,0.045454545454545456,Female,18-44,Northeast
7530,0.45263157894736844,Female,18-44,Northeast
7531,0.12903225806451613,Female,18-44,South
7533,0.45875,Male,18-44,South
7534,0.40816326530612246,Female,18-44,NA
7535,0.4482758620689655,Male,18-44,West
7536,0.5732758620689655,Female,45+,West
7538,0.6738197424892703,Female,45+,Northeast
7539,0.24561403508771928,Male,18-44,Northeast
7540,0.17557251908396945,Male,18-44,South
7543,0.7070063694267515,Male,18-44,Midwest
7544,0.395,Female,18-44,South
7545,0.3058823529411765,Male,18-44,Northeast
7546,0.20967741935483872,Male,18-44,South
7547,0.5192307692307693,Male,18-44,NA
7548,0.3713355048859935,Male,18-44,West
7549,0.5780730897009967,Male,45+,Northeast
7550,0.2675438596491228,Male,18-44,South
7551,0.23684210526315788,Male,18-44,NA
7552,0.3861788617886179,Male,18-44,South
7553,0.14814814814814814,Female,18-44,Northeast
7554,0.34592445328031807,Male,45+,Midwest
7555,0.39436619718309857,Female,18-44,Midwest
7556,0.22321428571428573,Female,18-44,NA
7557,0.27835051546391754,Female,18-44,West
7558,0.25196850393700787,Female,45+,South
7559,0.40636042402826855,Female,18-44,NA
7560,0.2676056338028169,Female,18-44,Midwest
7561,0.3862815884476534,Female,18-44,NA
7563,0.2413793103448276,Female,18-44,South
7564,0.556923076923077,Female,18-44,NA
7565,0.2,NA,NA,NA
7566,0.4040247678018576,Female,18-44,South
7568,0.5052231718898386,Female,18-44,South
7569,0.3626373626373626,Female,18-44,West
7570,0.6868131868131868,Female,45+,West
7571,0.3391304347826087,NA,NA,NA
7572,0.2549019607843137,Female,18-44,South
7574,0.1,Female,18-44,Northeast
7575,0.5446428571428571,Female,18-44,Northeast
7576,0.42142857142857143,Female,18-44,NA
7577,0.3263707571801567,NA,NA,NA
7578,0.20408163265306123,Female,18-44,Midwest
7579,0.6095764272559853,Female,18-44,South
7581,0.3100558659217877,Female,18-44,West
7585,0.388671875,Female,45+,West
7586,0.34057971014492755,Female,18-44,NA
7587,0.3044496487119438,Female,18-44,South
7588,0.28125,Female,18-44,West
7589,0.29333333333333333,Female,18-44,South
7590,0.3441033925686591,Male,18-44,Northeast
7591,0.3901098901098901,Female,18-44,Northeast
7592,0.26,Female,18-44,Midwest
7593,0.23958333333333334,Female,18-44,Northeast
7595,0.35,Female,45+,Northeast
7596,0.3148148148148148,Female,18-44,Midwest
7597,0.23076923076923078,Female,45+,Northeast
7599,0.4910807974816369,Female,18-44,Northeast
7600,0.12121212121212122,Female,18-44,Midwest
7601,0.3648068669527897,Female,18-44,Northeast
7602,0.2635135135135135,Female,18-44,Northeast
7604,0.05714285714285714,Female,18-44,Northeast
7605,0.48091603053435117,Female,45+,West
7606,0.13333333333333333,Male,18-44,West
7607,0.3618843683083512,Female,18-44,Northeast
7608,0.75,Female,45+,Northeast
7609,0.3157894736842105,Female,18-44,Midwest
7611,0.3299319727891156,Female,45+,Northeast
7613,0.6066481994459834,Female,18-44,South
7614,0.32075471698113206,Female,18-44,South
7615,0.3957345971563981,Female,18-44,South
7616,0.7536916715888955,NA,NA,NA
7617,0.17073170731707318,Female,18-44,NA
7620,0.23809523809523808,Female,18-44,South
7622,0.5476510067114094,Female,18-44,Northeast
7623,0.3230769230769231,Female,18-44,South
7624,0.27906976744186046,Female,18-44,Northeast
7627,0.20454545454545456,NA,NA,NA
7629,0.45375408052230687,Female,18-44,Midwest
7630,0.23809523809523808,Female,18-44,Northeast
7632,0.3900709219858156,Male,18-44,Midwest
7633,0.14285714285714285,Female,18-44,NA
7637,0.46113989637305697,NA,NA,NA
7639,0.27450980392156865,Female,45+,NA
7640,0.6003861003861004,Female,18-44,South
7641,0.6064880112834978,Female,45+,West
7642,0.5682539682539682,Male,18-44,Midwest
7643,0.47619047619047616,Male,18-44,South
7644,0.6049004594180705,Female,18-44,NA
7645,0.4155597722960152,Female,18-44,Midwest
7646,0.08035714285714286,Female,18-44,Northeast
7648,0.45989304812834225,Male,18-44,NA
7650,0.6123876123876124,Male,45+,Northeast
7651,0.6484110885733604,Female,45+,South
7652,0.39865996649916247,Female,45+,South
7653,0.40634441087613293,Female,18-44,South
7654,0.43103448275862066,Male,18-44,West
7655,0.1568627450980392,Female,18-44,Midwest
7656,0.42998760842627015,NA,NA,NA
7657,0.03571428571428571,Male,45+,Northeast
7658,0.4142857142857143,Female,18-44,South
7659,0.6626198083067093,Female,18-44,Midwest
7661,0.08823529411764706,Female,18-44,Northeast
7663,0.34782608695652173,Female,18-44,Northeast
7664,0.3,Female,18-44,NA
7665,0.5951690821256038,Female,45+,NA
7666,0.1935483870967742,Female,18-44,South
7667,0.4520547945205479,Female,18-44,NA
7668,0.42462845010615713,Female,18-44,South
7670,0.08403361344537816,Female,45+,Northeast
7672,0.6798941798941799,Female,45+,Northeast
7674,0.47341772151898737,Female,18-44,Midwest
7675,0.42857142857142855,Female,18-44,West
7676,0.5622775800711743,Female,45+,South
7677,0.2888086642599278,Male,18-44,Northeast
7680,0.2653061224489796,Female,18-44,NA
7681,0.24285714285714285,NA,NA,NA
7682,0.43,Female,18-44,West
7683,0.26229508196721313,Female,18-44,NA
7685,0.24285714285714285,NA,NA,NA
7686,0.21940928270042195,Female,18-44,NA
7687,0.3869047619047619,Female,18-44,NA
7688,0.49404761904761907,Female,18-44,NA
7689,0.35374149659863946,Female,45+,South
7690,0.3125,Female,18-44,Northeast
7691,0.25,Female,45+,Midwest
7694,0.37597503900156004,Female,18-44,Northeast
7695,0.2602739726027397,Female,18-44,South
7697,0.14049586776859505,Male,18-44,Northeast
7699,0.6006600660066007,Male,18-44,West
7700,0.659047619047619,Female,18-44,Midwest
7701,0.5174603174603175,Female,18-44,NA
7702,0.47388059701492535,Female,18-44,West
7703,0.55,Female,18-44,South
7704,0.09782608695652174,Female,45+,West
7705,0.3157894736842105,Female,18-44,South
7706,0.32653061224489793,Female,18-44,Northeast
7707,0.14516129032258066,Female,45+,South
7708,0.6604938271604939,Female,18-44,NA
7709,0.4953271028037383,Female,18-44,NA
7710,0.40268456375838924,Male,18-44,West
7711,0.5687830687830688,Male,18-44,NA
7712,0.40963855421686746,NA,NA,NA
7713,0.2631578947368421,Female,18-44,West
7714,0.35526315789473684,Female,45+,South
7715,0.5475578406169666,Male,45+,NA
7716,0.4465277777777778,Female,45+,NA
7717,0.6126482213438735,NA,NA,NA
7718,0.5663615560640732,Female,18-44,Northeast
7719,0.3645320197044335,Female,18-44,South
7720,0.3695652173913043,Female,18-44,West
7721,0.15566037735849056,Female,18-44,West
7722,0.3679092382495948,NA,NA,NA
7723,0.7769784172661871,Female,45+,NA
7724,0.5297450424929179,Female,18-44,NA
7725,0.42857142857142855,Female,18-44,South
7726,0.5042630937880633,Female,18-44,Northeast
7727,0.4720194647201946,Female,18-44,NA
7728,0.38392857142857145,Female,18-44,NA
7729,0.4661016949152542,Female,18-44,NA
7730,0.3397129186602871,Female,18-44,NA
7732,0.4983388704318937,Female,18-44,NA
7733,0.39316239316239315,NA,NA,NA
7734,0.4628099173553719,Female,18-44,West
7735,0.5135135135135135,Female,18-44,South
7736,0.3291139240506329,Female,45+,South
7737,0.571969696969697,Female,18-44,NA
7738,0.3135755258126195,Female,18-44,NA
7739,0.36538461538461536,Female,18-44,Northeast
7740,0.27350427350427353,Female,45+,Midwest
7741,0.6927939317319848,Female,18-44,NA
7742,0.6515397082658023,Female,45+,Midwest
7743,0.30994152046783624,Female,18-44,NA
7744,0.44314868804664725,NA,NA,NA
7745,0.3368421052631579,Female,18-44,Midwest
7746,0.4672131147540984,Female,18-44,South
7747,0.5443786982248521,Female,45+,West
7748,0.7017783857729138,NA,NA,NA
7749,0.4909090909090909,Female,45+,Midwest
7750,0.4256926952141058,Female,18-44,South
7751,0.45,Female,45+,West
7752,0.6055469953775039,Male,45+,NA
7753,0.24752475247524752,Female,45+,South
7754,0.5788288288288288,Male,45+,South
7756,0.14285714285714285,Female,18-44,Midwest
7758,0.34234234234234234,Male,18-44,Midwest
7759,0.5176848874598071,Female,18-44,NA
7760,0.6009389671361502,Female,18-44,NA
7762,0.10204081632653061,Male,18-44,Midwest
7763,0.3561643835616438,Male,18-44,West
7764,0.029411764705882353,Female,18-44,West
7765,0.348993288590604,Female,45+,NA
7766,0.3142857142857143,Female,18-44,NA
7767,0.48148148148148145,Female,18-44,NA
7768,0.4731369150779896,Female,18-44,NA
7769,0.4888888888888889,Female,18-44,South
7770,0.35359116022099446,Female,18-44,NA
7771,0.19047619047619047,Female,18-44,NA
7772,0.4291417165668663,Female,18-44,South
7775,0.15555555555555556,Male,18-44,NA
7776,0.2727272727272727,Female,18-44,West
7777,0.4413793103448276,NA,NA,NA
7778,0.34782608695652173,Female,18-44,West
7780,0.39080459770114945,Female,45+,Midwest
7781,0.25073746312684364,Male,45+,South
7782,0.7431372549019608,Male,45+,South
7783,0.40816326530612246,Female,18-44,West
7784,0.6368243243243243,Male,18-44,South
7785,0.49387755102040815,Female,18-44,Midwest
7786,0.7008928571428571,Male,18-44,NA
7787,0.38295165394402036,Female,18-44,NA
7789,0.16666666666666666,Female,18-44,West
7790,0.2994350282485876,Female,18-44,West
7791,0.3105515587529976,Female,18-44,West
7792,0.3374233128834356,Female,18-44,West
7793,0.3020833333333333,Female,18-44,Midwest
7794,0.6151832460732984,Female,18-44,Midwest
7795,0.35703479576399394,Female,45+,South
7797,0.125,NA,NA,NA
7798,0.5747126436781609,Female,18-44,Northeast
7800,0.21455938697318008,Female,18-44,West
7801,0.5983313468414779,NA,NA,NA
7802,0.4925925925925926,Female,18-44,West
7803,0.6704545454545454,Female,18-44,South
7804,0.23684210526315788,Female,18-44,West
7805,0.5392670157068062,Female,18-44,NA
7806,0.2679425837320574,Female,18-44,South
7807,0.43703703703703706,Female,45+,NA
7808,0.3263888888888889,Female,18-44,Midwest
7809,0.26136363636363635,Female,18-44,Northeast
7810,0.5732484076433121,Female,18-44,South
7811,0.6412478336221837,Female,45+,Midwest
7812,0.3977272727272727,Female,18-44,NA
7813,0.484304932735426,Female,45+,South
7814,0.6838709677419355,Female,18-44,Northeast
7816,0.32,Female,18-44,West
7818,0.5743534482758621,Female,18-44,NA
7819,0.45569620253164556,NA,NA,NA
7820,0.493730407523511,Female,18-44,Midwest
7823,0.5396370582617,Male,45+,West
7824,0.691497975708502,Female,18-44,NA
7827,0.5277777777777778,Female,18-44,Northeast
7828,0.45588235294117646,Female,45+,Northeast
7829,0.375,Female,18-44,Northeast
7830,0.2608695652173913,Female,18-44,Northeast
7831,0.6842105263157895,Female,18-44,Midwest
7832,0.4938650306748466,Female,45+,NA
7833,0.5959715639810427,Female,45+,Midwest
7834,0.5616438356164384,Female,18-44,Northeast
7835,0.20710059171597633,Female,18-44,West
7836,0.5078947368421053,Female,18-44,NA
7837,0.2465753424657534,Female,18-44,South
7840,0.26744186046511625,Female,45+,West
7841,0.5510688836104513,Male,45+,West
7842,0.05263157894736842,Female,18-44,South
7843,0.41013824884792627,Female,18-44,NA
7845,0.5733788395904437,Female,45+,Midwest
7847,0.5536159600997507,NA,NA,NA
7848,0.1991869918699187,Female,45+,Northeast
7849,0.554945054945055,Female,18-44,NA
7851,0.25,Female,18-44,Midwest
7852,0.5188916876574308,Female,18-44,South
7853,0.6081632653061224,Female,18-44,West
7854,0.44502617801047123,Female,18-44,Northeast
7856,0.4558011049723757,Female,45+,South
7858,0.4125,Male,18-44,Northeast
7859,0.4725274725274725,Female,18-44,Northeast
7860,0.3125,Female,18-44,NA
7861,0.451114922813036,Female,18-44,South
7862,0.2816326530612245,Female,18-44,NA
7863,0.42758620689655175,NA,NA,NA
7864,0.30319148936170215,Female,18-44,NA
7867,0.3115942028985507,Female,18-44,South
7869,0.6360759493670886,Female,18-44,West
7870,0.4315068493150685,Female,18-44,South
7871,0.31935176358436607,Female,45+,Northeast
7873,0.2459016393442623,Female,18-44,Northeast
7875,0.46545942320590206,Male,18-44,Northeast
7876,0.5015384615384615,Female,18-44,Midwest
7877,0.18518518518518517,Female,18-44,Northeast
7878,0.20812182741116753,Male,18-44,South
7879,0.4878048780487805,NA,NA,NA
7881,0.2807017543859649,Female,18-44,Midwest
7882,0.32142857142857145,Female,18-44,South
7883,0.1509433962264151,Female,45+,NA
7884,0.3033033033033033,Female,18-44,South
7885,0.589041095890411,Female,18-44,NA
7886,0.6022364217252396,Female,18-44,Midwest
7887,0.3793103448275862,Female,18-44,West
7888,0.3125,Female,18-44,Northeast
7889,0.49019607843137253,Female,45+,Midwest
7892,0.5413533834586466,Female,18-44,Northeast
7893,0.5855379188712522,Female,18-44,Midwest
7894,0.37181663837011886,Female,18-44,West
7895,0.42727272727272725,NA,NA,NA
7896,0.41317365269461076,Female,18-44,South
7897,0.13043478260869565,Female,18-44,South
7898,0.5985748218527316,Female,18-44,NA
7899,0.1864406779661017,Female,18-44,South
7900,0.4642857142857143,NA,NA,NA
7901,0.4132231404958678,Female,18-44,NA
7902,0.4666666666666667,NA,NA,NA
7903,0.23046092184368738,Female,18-44,West
7904,0.4658385093167702,Female,18-44,Northeast
7905,0.356,Female,18-44,South
7906,0.15555555555555556,Female,18-44,South
7907,0.3641456582633053,Female,45+,Midwest
7908,0.13157894736842105,Male,18-44,West
7910,0.3942307692307692,Female,18-44,Midwest
7912,0.5019607843137255,Female,18-44,NA
7913,0.3422818791946309,Female,18-44,NA
7914,0.4189189189189189,Female,18-44,West
7916,0.44654088050314467,Female,18-44,West
7917,0.21052631578947367,Female,18-44,Midwest
7918,0.5018382352941176,Female,18-44,West
7919,0.34375,Female,18-44,South
7920,0.09333333333333334,Female,18-44,South
7922,0.5157068062827225,Female,18-44,West
7923,0.37547892720306514,Female,18-44,West
7927,0.20105820105820105,Male,18-44,Northeast
7932,0.4918032786885246,Female,18-44,West
7933,0.5321451304901337,NA,NA,NA
7934,0.42857142857142855,Female,45+,South
7935,0.3,Female,18-44,NA
7938,0.07407407407407407,Female,18-44,West
7939,0.2,Female,18-44,South
7941,0.4171779141104294,Female,18-44,NA
7942,0.6272040302267002,NA,NA,NA
7943,0.4320388349514563,Female,45+,West
7945,0.5873440285204992,Male,18-44,Midwest
7946,0.4266666666666667,NA,NA,NA
7947,0.1568627450980392,Female,18-44,West
7948,0.3669724770642202,Female,18-44,South
7949,0.3448275862068966,Female,18-44,South
7950,0.6237918215613383,Female,18-44,NA
7951,0.5266272189349113,Male,18-44,South
7952,0.41358024691358025,Male,18-44,NA
7953,0.17142857142857143,Female,18-44,South
7954,0.5211267605633803,Male,18-44,Northeast
7955,0.037037037037037035,Female,18-44,South
7956,0.31092436974789917,Female,18-44,Northeast
7957,0.6021220159151194,Female,18-44,NA
7958,0.457089552238806,Female,45+,NA
7959,0.3556231003039514,Male,18-44,West
7960,0.3404255319148936,Male,18-44,West
7961,0.5525154457193292,Female,18-44,South
7964,0.5022288261515602,Female,18-44,South
7966,0.3620178041543027,Female,18-44,NA
7967,0.3170731707317073,Female,45+,Midwest
7968,0.1348314606741573,Female,18-44,South
7969,0.7345864661654136,Female,45+,NA
7970,0.5336322869955157,Female,18-44,Midwest
7972,0.43131462333825704,Male,18-44,Northeast
7974,0.20967741935483872,Female,18-44,Midwest
7976,0.477124183006536,Female,18-44,NA
7977,0.516260162601626,NA,NA,NA
7978,0.6194174757281553,Female,18-44,South
7979,0.4090909090909091,Female,18-44,West
7981,0.32160804020100503,Female,18-44,South
7985,0.39779005524861877,Female,18-44,NA
7987,0.4956616052060738,Female,45+,Northeast
7988,0.4423076923076923,Male,45+,Midwest
7989,0.7764540995094604,Male,45+,South
7990,0.45251396648044695,Female,18-44,NA
7991,0.4339622641509434,NA,NA,NA
7992,0.1320754716981132,Female,18-44,Midwest
7994,0.630057803468208,Female,18-44,South
7996,0.3898305084745763,Female,45+,Northeast
7998,0.06666666666666667,Male,18-44,NA
8000,0.3484848484848485,Female,45+,Midwest
8001,0.4213197969543147,Female,45+,West
8004,0.0847457627118644,Female,45+,South
8005,0.3737864077669903,Female,45+,NA
8007,0.41818181818181815,Female,18-44,NA
8008,0.5588633288227334,Female,18-44,West
8010,0.16666666666666666,Female,18-44,NA
8012,0.3333333333333333,Female,18-44,NA
8013,0.389937106918239,Female,45+,NA
8014,0.5,Male,18-44,South
8015,0.543859649122807,Male,45+,NA
8016,0.4795383001049318,NA,NA,NA
8017,0.25,Male,18-44,West
8018,0.5547945205479452,Male,18-44,South
8020,0.5146641438032167,NA,NA,NA
8021,0.3888888888888889,Female,18-44,NA
8022,0.5867158671586716,Female,45+,NA
8023,0.39759036144578314,Male,18-44,South
8024,0.46296296296296297,Female,18-44,South
8025,0.38876889848812096,Female,45+,South
8027,0.21218074656188604,Female,18-44,West
8028,0.543918918918919,Male,45+,South
8029,0.4103585657370518,Female,18-44,NA
8030,0.5517241379310345,Male,18-44,Midwest
8031,0.6254681647940075,Male,18-44,West
8032,0.5133928571428571,NA,NA,NA
8034,0.40578034682080927,Female,45+,NA
8035,0.20512820512820512,Female,18-44,South
8036,0.2222222222222222,Female,18-44,Midwest
8037,0.5822784810126582,Female,45+,South
8038,0.28735632183908044,Female,45+,Northeast
8039,0.25301204819277107,Female,18-44,Midwest
8040,0.5478547854785478,Female,18-44,Northeast
8041,0.19230769230769232,Male,18-44,NA
8042,0.5872093023255814,Female,18-44,Northeast
8044,0.02564102564102564,Female,45+,West
8045,0.23076923076923078,Female,18-44,Midwest
8046,0.5,Female,18-44,West
8048,0.6365979381443299,Male,45+,NA
8049,0.2875,Female,18-44,South
8050,0.5518207282913166,Female,18-44,Midwest
8051,0.1724137931034483,Female,18-44,South
8053,0.10869565217391304,Female,45+,Northeast
8054,0.5805369127516778,Female,18-44,NA
8055,0.5454545454545454,Female,18-44,Northeast
8056,0.1978021978021978,Male,45+,Northeast
8057,0.20202020202020202,Female,18-44,NA
8058,0.13740458015267176,Male,18-44,West
8059,0.4043321299638989,Female,18-44,Northeast
8060,0.49872122762148335,Female,45+,South
8061,0.10526315789473684,Female,18-44,South
8062,0.3975,Male,45+,West
8064,0.1951219512195122,Male,18-44,NA
8066,0.4891304347826087,Female,18-44,NA
8069,0.1111111111111111,NA,NA,NA
8070,0.3,Female,18-44,NA
8071,0.7208201892744479,Male,18-44,South
8073,0.5353016688061617,Female,18-44,West
8074,0.4068767908309456,Female,45+,West
8075,0.41379310344827586,Female,18-44,South
8076,0.628099173553719,Female,45+,Northeast
8078,0.40933767643865365,NA,NA,NA
8079,0.4791666666666667,Male,18-44,NA
8080,0.45308924485125857,Female,18-44,Midwest
8081,0.15384615384615385,Male,45+,NA
8082,0.40559440559440557,Female,18-44,South
8084,0.1686046511627907,Female,45+,Northeast
8087,0.20833333333333334,Female,18-44,Northeast
8088,0.28804347826086957,Female,18-44,South
8089,0.15584415584415584,Female,18-44,Midwest
8090,0.41626794258373206,Female,18-44,Midwest
8091,0.6931818181818182,Female,18-44,South
8092,0.5322128851540616,Female,18-44,NA
8093,0.5975609756097561,Female,18-44,NA
8095,0.3783783783783784,Female,18-44,Midwest
8099,0.5265822784810127,Female,18-44,Northeast
8100,0.2903225806451613,Female,18-44,West
8101,0.46075085324232085,Female,45+,West
8102,0.3738738738738739,Female,18-44,Northeast
8104,0.2992125984251969,Female,18-44,West
8106,0.3282442748091603,Female,18-44,NA
8108,0.27586206896551724,Male,18-44,NA
8109,0.45714285714285713,Female,18-44,Midwest
8110,0.5457063711911357,Female,45+,Midwest
8111,0.2671232876712329,Male,18-44,Midwest
8112,0.45161290322580644,Male,18-44,South
8113,0.7164887307236062,Female,18-44,NA
8114,0.56,Female,18-44,NA
8115,0.496551724137931,Female,45+,West
8116,0.6905829596412556,Female,45+,NA
8117,0.24786324786324787,Female,45+,South
8118,0.4175824175824176,Female,18-44,Midwest
8120,0.49458483754512633,Female,18-44,South
8121,0.27906976744186046,Male,18-44,Northeast
8123,0.6903376018626309,Female,45+,Northeast
8124,0.7074363992172211,Female,18-44,Northeast
8127,0.5942028985507246,Male,18-44,West
8128,0.4323671497584541,NA,NA,NA
8129,0.6099290780141844,Male,18-44,South
8131,0.39697802197802196,Female,18-44,Northeast
8132,0.5962732919254659,Female,18-44,West
8135,0.4666666666666667,Female,45+,South
8136,0.5397489539748954,Female,45+,NA
8137,0.6201550387596899,Female,18-44,South
8139,0.4891304347826087,Female,18-44,NA
8140,0.12,Female,18-44,NA
8142,0.2894736842105263,Male,18-44,Midwest
8143,0.275,Female,18-44,NA
8144,0.225,NA,NA,NA
8146,0.3728813559322034,Female,18-44,West
8147,0.46932515337423314,Female,18-44,West
8149,0.27123287671232876,Female,18-44,Northeast
8150,0.058823529411764705,Female,45+,Northeast
8151,0.1638655462184874,Male,18-44,Northeast
8152,0.6017915309446255,Male,45+,South
8153,0.6012145748987854,Male,18-44,NA
8156,0.5351123595505618,NA,NA,NA
8157,0.26557377049180325,Male,45+,South
8158,0.13656387665198239,Female,45+,South
8159,0.2440944881889764,Female,18-44,NA
8160,0.5560975609756098,NA,NA,NA
8161,0.42371323529411764,Female,18-44,NA
8163,0.5533333333333333,Female,18-44,Northeast
8164,0.33810375670840787,Female,18-44,NA
8166,0.4431977559607293,Female,18-44,Midwest
8167,0.25418060200668896,Female,18-44,South
8168,0.49731182795698925,Female,45+,NA
8169,0.5230769230769231,Female,18-44,West
8170,0.4,Female,18-44,NA
8171,0.14285714285714285,NA,NA,NA
8172,0.18840579710144928,Female,18-44,NA
8173,0.4,Female,18-44,South
8176,0.31176470588235294,Female,18-44,West
8177,0.13008130081300814,NA,NA,NA
8178,0.30952380952380953,Male,18-44,Northeast
8179,0.6472868217054264,Female,45+,Northeast
8181,0.3953757225433526,Female,18-44,NA
8182,0.5184466019417475,Female,18-44,Midwest
8183,0.5989717223650386,Female,18-44,NA
8184,0.8174904942965779,Female,18-44,NA
8185,0.03125,NA,NA,NA
8186,0.12359550561797752,Female,45+,West
8187,0.29508196721311475,Female,18-44,West
8189,0.5111111111111111,NA,NA,NA
8190,0.32786885245901637,Female,18-44,Northeast
8192,0.5236593059936908,Female,18-44,South
8193,0.4584323040380047,Female,18-44,West
8194,0.6725738396624472,Female,18-44,Midwest
8195,0.4855305466237942,Male,18-44,South
8197,0.3675496688741722,Female,18-44,South
8198,0.22406015037593985,NA,NA,NA
8199,0.5130260521042084,Female,18-44,NA
8200,0.38405797101449274,Female,45+,NA
8201,0.38926174496644295,Female,18-44,NA
8202,0.27232142857142855,Female,18-44,Midwest
8203,0.3093622795115332,Female,45+,West
8204,0.21621621621621623,Male,18-44,South
8205,0.6433203631647212,Male,18-44,NA
8206,0.35294117647058826,Female,18-44,Northeast
8207,0.40384615384615385,Female,45+,West
8208,0.2949640287769784,Female,18-44,South
8209,0.3945578231292517,NA,NA,NA
8210,0.3076923076923077,Female,45+,NA
8211,0.3037037037037037,Female,18-44,NA
8212,0.5656482246077622,Female,45+,South
8213,0.1724137931034483,Female,18-44,NA
8214,0.5155440414507773,Female,45+,West
8215,0.36666666666666664,NA,NA,NA
8217,0.5171339563862928,Male,18-44,West
8218,0.5802469135802469,Female,45+,NA
8219,0.37962962962962965,Female,18-44,NA
8220,0.3514644351464435,Female,45+,West
8221,0.2619047619047619,Female,18-44,West
8222,0.29056603773584905,Female,45+,South
8223,0.5883458646616542,Male,45+,West
8224,0.22171945701357465,Female,18-44,Northeast
8225,0.7092760180995475,Male,18-44,Midwest
8226,0.2523364485981308,Female,18-44,Midwest
8227,0.19428571428571428,Female,18-44,NA
8229,0.26,Female,18-44,NA
8230,0.6764705882352942,Female,18-44,NA
8231,0.4479166666666667,Female,18-44,Midwest
8232,0.2087912087912088,Female,18-44,NA
8233,0.4785714285714286,Female,18-44,South
8234,0.3288888888888889,Female,18-44,Midwest
8235,0.4877384196185286,NA,NA,NA
8236,0.33766233766233766,Female,18-44,NA
8237,0.4540540540540541,NA,NA,NA
8238,0.411214953271028,Female,18-44,NA
8239,0.1724137931034483,Female,18-44,South
8240,0.15384615384615385,Female,18-44,NA
8241,0.5963302752293578,Female,18-44,Midwest
8242,0.6354166666666666,Male,18-44,South
8243,0.7497988736926791,Female,45+,NA
8244,0.5108108108108108,Female,18-44,South
8245,0.6077669902912621,Female,18-44,South
8246,0.20437956204379562,Male,18-44,Midwest
8247,0.6105919003115264,Female,18-44,NA
8248,0.4429065743944637,Female,18-44,West
8249,0.6215733015494637,Female,18-44,Northeast
8250,0.2835820895522388,Male,18-44,South
8251,0.43478260869565216,Female,18-44,NA
8252,0.4596774193548387,Female,45+,NA
8253,0.2608695652173913,Female,18-44,Midwest
8254,0.47468354430379744,Male,45+,Midwest
8256,0.319672131147541,Female,18-44,NA
8258,0.33962264150943394,Female,18-44,NA
8259,0.1111111111111111,Female,18-44,South
8260,0.08928571428571429,Female,18-44,West
8261,0.5454545454545454,Female,18-44,NA
8265,0.3333333333333333,NA,NA,NA
8266,0.25,Female,18-44,West
8267,0.3893129770992366,Female,18-44,South
8268,0.36313868613138683,Female,18-44,Northeast
8269,0.3473684210526316,Male,18-44,NA
8272,0.5346534653465347,Female,18-44,Midwest
8274,0.39344262295081966,NA,NA,NA
8275,0.4823529411764706,Female,18-44,West
8276,0.48242811501597443,Male,45+,NA
8278,0.5657894736842105,Male,18-44,NA
8279,0.4771986970684039,Female,45+,South
8280,0.3220338983050847,Female,18-44,West
8282,0.4107142857142857,Female,18-44,Midwest
8283,0.589974293059126,Female,18-44,Northeast
8285,0.6809045226130653,Male,45+,South
8286,0.29310344827586204,Male,45+,South
8287,0.693864229765013,Male,45+,South
8288,0.35106382978723405,Female,18-44,Northeast
